Record ID,Data Status,Data Quality,Last Updated,Source ID,Source URL,Notes,Venue Name,Previous / Alternative Venue Name,Venue Type,Primary Use,Country,City,State / Prefecture,Metro Area,Latitude,Longitude,Ownership Type,Opened Year,Renovated Year,New / Renewed Venue Flag,Capacity,Total Site Area sqm,Nearest Major Station / Airport,Distance to CBD km,Sponsor Name,Sponsor Industry,Sponsor HQ Country,Contract Status,Contract Announcement Date,Contract Start Year,Contract End Year,Contract Length years,Currency,Total Contract Value Original,Annual Fee Original,Annualized Fee Original Calc,FX to Base Currency,Annualized Fee Base Currency,Inflation / CPI Normalization Factor,Real Annualized Fee Base Year,Rights Scope Summary,Included Assets / Benefits,Exclusivity Y/N,Renewal Y/N,Termination / Opt-out Y/N,Primary Tenant / Team,League / Competition,League Tier / Level,Multi-tenant Y/N,Number of Anchor Tenants,Average Home Attendance,Annual Venue Attendance,Annual Event Days,Sports Event Days,Concert / Entertainment Days,Other Event Days,Utilization Rate,Attendance per Seat,Broadcast / Streaming Viewers Annual,National Broadcast Games / Events,International Exposure Y/N,Media Mentions Annual,Estimated Media Impressions,Social Followers Tenant / Venue,Annual Social Posts Mentioning Venue,Social Impressions Annual,Avg Engagement Rate,Google Trends Index Venue,Search Volume Venue,Mobile Foot Traffic Annual,City Population,Metro Population,Regional GDP / GRP,Median Household Income,Annual Tourists / Visitors City,Number of Large Corporate HQs,Sponsor-Venue Fit Notes,Comparable Venue Group,Special Factors,Missing Data Flag,Researcher Comments,Region,Subregion,Local Country / Territory Name,Local Venue Name,English Venue Name,Original Language Source Title,Original Language,Row Source Type,Data Type / Value Basis,Value Disclosure Status,Rights Type,Naming Scope,Tax Treatment,Public / Private Facility,Facility Governance / Scheme,Bundled Assets Flag,Local Currency Notes,Regional Data Notes,Group 1-3 Completeness %,Group 1-3 Cells Filled (of 31),Group 1-2 Completeness % (excl. Tax)
SBJ-FULL-052,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=25 (2024); raw annual=$172K; raw total=$4.3M.,AutoZone Park,,Ballpark / Field,Minor League,United States,Memphis,Tennessee,,,,Public,2000.0,,,10000.0,,,,AutoZone,Automotive,,Listed in SBJ directory,,2000.0,2024.0,25.0,USD,4300000.0,172000.0,172000.0,1.0,172000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Memphis Redbirds,MiLB Triple-A (International League),Minor League,N,1.0,2740.0,,,69.0,,,,,,,,,,74000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='25 (2024)', Annual='$172K', Total='$4.3M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-054,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2030); raw annual=$6M; raw total=$60M.,Ball Arena,,Arena / Indoor Venue,Major League,United States,Denver,Colorado,,,,Private,1999.0,,,18007.0,,,,Ball Corporation,Manufacturing,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,60000000.0,6000000.0,6000000.0,1.0,6000000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Colorado Avalanche, Denver Nuggets, Colorado Mammoth",NHL / NBA,Major League,Y,3.0,18098.0,,,82.0,,,,,,,,,,931000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='10 (2030)', Annual='$6M', Total='$60M'.",,,,,,,,,,,,,,Private,,,,,0.6129032258064516,19,1.0
SBJ-FULL-057,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=15 (2029); raw annual=$103K; raw total=$1.55M.,Bank of Colorado Arena,,Arena / Indoor Venue,Collegiate,United States,Greeley,Colorado,,,,Public,1975.0,,,2992.0,,,,Bank of Colorado,Financial Services,,Listed in SBJ directory,,2015.0,2029.0,15.0,USD,1550000.0,103000.0,103000.0,1.0,103000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Northern Colorado Bears,NCAA Division I (Big Sky Conference),Collegiate,N,1.0,,,,16.0,,,,,,,,,,12100.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='15 (2029)', Annual='$103K', Total='$1.55M'.",,,,,,,,,,,,,,Public,,,,,0.5806451612903226,18,1.0
SBJ-FULL-058,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=20 (2040); raw annual=$12.5K; raw total=$250K.,Bank of Sun Prairie Stadium at Ashley Field,,Ballpark / Field,Youth facility,United States,Sun Prairie,Wisconsin,,,,Public,2020.0,,,4000.0,,,,Bank of Sun Prairie,Financial Services,,Listed in SBJ directory,,2021.0,2040.0,20.0,USD,250000.0,12500.0,12500.0,1.0,12500.0,,,Youth facility,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Central Heights Middle School,WIAA (Wisconsin high school athletics),Youth facility,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth facility,,N,"Source page 2. Raw fields: Years='20 (2040)', Annual='$12.5K', Total='$250K'.",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,1.0
SBJ-FULL-059,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Bank of the James Field at Veterans Memorial Park,,Ballpark / Field,Collegiate,United States,Harrisonburg,Virginia,,,,Public,2010.0,,,1500.0,,,,Bank of the James,Financial Services,,Listed in SBJ directory,,2025.0,2034.0,10.0,USD,300000.0,50000.0,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Lynchburg Hillcats,NCAA Division I (Sun Belt Conference),Collegiate,N,1.0,,,,,,,,,,,,,,39000.0,,,,,,,,,,,,,,Collegiate,,Y,"Source page 2. Raw fields: Years='10 (2034)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-060,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=6 (2025); raw annual=$50K; raw total=$300K.,Bank of the James Stadium,,Stadium,Minor League,United States,Lynchburg,Virginia,,,,Public,1940.0,,,4281.0,,,,Bank of the James,Financial Services,,Listed in SBJ directory,,2020.0,2025.0,6.0,USD,300000.0,50000.0,50000.0,1.0,50000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Lynchburg Hillcats,MiLB Single-A (Carolina League),Minor League,N,1.0,1508.0,,,66.0,,,,,,,,,,26989.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='6 (2025)', Annual='$50K', Total='$300K'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-061,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2029); raw annual=$400K; raw total=$4M.,Banterra Center,,Arena / Indoor Venue,Collegiate,United States,Carbondale,Illinois,,,,Public,1964.0,,,8284.0,,,,Banterra Bank,Financial Services,,Listed in SBJ directory,,2020.0,2029.0,10.0,USD,4000000.0,400000.0,400000.0,1.0,400000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,SIU Salukis,NCAA Division I - Missouri Valley Conference,Collegiate,N,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='10 (2029)', Annual='$400K', Total='$4M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-065,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=20 (2032); raw annual=$10M; raw total=$200M.,Barclays Center,,Arena / Indoor Venue,Major League,United States,Brooklyn (New York City),New York,,,,Private,2012.0,,,17732.0,,,,Barclays,Financial Services,,Listed in SBJ directory,,2013.0,2032.0,20.0,USD,200000000.0,10000000.0,10000000.0,1.0,10000000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Brooklyn Nets, New York Liberty, LIU Sharks",NBA,Major League,Y,3.0,17372.0,,,63.0,,,,,,,,,,5000000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='20 (2032)', Annual='$10M', Total='$200M'.",,,,,,,,,,,,,,Private,,,,,0.6129032258064516,19,1.0
SBJ-FULL-066,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2024); raw annual=$400K; raw total=$4M.,Baxter Arena,,Arena / Indoor Venue,Collegiate,United States,Omaha,Nebraska,,,,Public,2015.0,,,7898.0,,,,Baxter Auto Group,Automotive,,Listed in SBJ directory,,2015.0,2024.0,10.0,USD,4000000.0,400000.0,400000.0,1.0,400000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Omaha Mavericks, Omaha Kings FC, Omaha Queens FC",NCAA Division I - NCHC,Collegiate,Y,3.0,,,,48.0,,,,,,,,,,18000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='10 (2024)', Annual='$400K', Total='$4M'.",,,,,,,,,,,,,,Public,,,,,0.5806451612903226,18,1.0
SBJ-FULL-068,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=20 (2023); raw annual=$3.18M; raw total=$63.67M.,Bell Centre,,Arena / Indoor Venue,Major League,Canada,Montreal,Quebec,,,,Private,1996.0,,,21105.0,,,,Bell Canada,Telecommunications,,Listed in SBJ directory,,2004.0,2023.0,20.0,USD,63670000.0,3180000.0,3180000.0,1.0,3180000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Montreal Canadiens,NHL,Major League,N,1.0,21105.0,1500000.0,,41.0,,120.0,,71.07,,,,,,1400000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='20 (2023)', Annual='$3.18M', Total='$63.67M'.",,,,,,,,,,,,,,Private,,,,,0.7096774193548387,22,1.0
SBJ-FULL-072,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2032); raw annual=$750K; raw total=$7.5M.,Blue Arena,,Arena / Indoor Venue,Minor League,United States,Loveland,Colorado,,,,Public,2003.0,,,5289.0,,,,Blue Federal Credit Union,Financial Services,,Listed in SBJ directory,,2023.0,2032.0,10.0,USD,7500000.0,750000.0,750000.0,1.0,750000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Colorado Eagles,AHL,Minor League,N,1.0,4974.0,,,36.0,,,,,,,,,,53000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='10 (2032)', Annual='$750K', Total='$7.5M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-073,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=15 (2028); raw annual=$195K; raw total=$2.93M.,Blue Cross Arena at the War Memorial,,Arena / Indoor Venue,Minor League,United States,Rochester,New York,,,,Public,1955.0,,,10662.0,,,,Blue Cross Blue Shield Association,Insurance,,Listed in SBJ directory,,2014.0,2028.0,15.0,USD,2930000.0,195000.0,195000.0,1.0,195000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Rochester Americans, Rochester Knighthawks",AHL,Minor League,Y,2.0,5767.0,,,45.0,,,,,,,,,,57000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='15 (2028)', Annual='$195K', Total='$2.93M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-076,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2033); raw annual=$10M; raw total=$100M.,BMO Stadium,,Stadium,Major League,United States,Los Angeles,California,,,,Public,2018.0,,,22000.0,,,,Bank of Montreal,Financial Services,,Listed in SBJ directory,,2024.0,2033.0,10.0,USD,100000000.0,10000000.0,10000000.0,1.0,10000000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Los Angeles FC, Angel City FC",MLS,Major League,Y,2.0,22121.0,1200000.0,,30.0,,177.0,,54.55,,,,,,1000000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='10 (2033)', Annual='$10M', Total='$100M'.",,,,,,,,,,,,,,PPP,,,,,0.7096774193548387,22,1.0
SBJ-FULL-078,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Annual x years differs from total (computed $110,000,000 vs source $55,000,000)",Bobby Dodd Stadium at Hyundai Field,,Ballpark / Field,Collegiate,United States,Atlanta,Georgia,,,,Public,1913.0,,,51913.0,,,,Hyundai Motor Company,Automotive,,Listed in SBJ directory,,2024.0,2043.0,20.0,USD,55000000.0,5500000.0,5500000.0,1.0,5500000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Georgia Tech Yellow Jackets,NCAA Division I - ACC,Collegiate,N,1.0,38216.0,,,7.0,,,,,,,,,,132000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='20 (2043)', Annual='$5.5M', Total='$55M'. Data notes: Annual x years differs from total (computed $110,000,000 vs source $55,000,000)",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-080,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2028); raw annual=$285K; raw total=$2.85M.,Bojangles' Coliseum,,Arena / Indoor Venue,Minor League,United States,Charlotte,North Carolina,,,,Public,1955.0,,,8600.0,,,,Bojangles,Food & Dining,,Listed in SBJ directory,,2019.0,2028.0,10.0,USD,2850000.0,285000.0,285000.0,1.0,285000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Charlotte Checkers,AHL,Minor League,N,1.0,,,,36.0,,,,,,,,,,56000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='10 (2028)', Annual='$285K', Total='$2.85M'.",,,,,,,,,,,,,,Public,,,,,0.5806451612903226,18,1.0
SBJ-FULL-081,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=20 (2027); raw annual=$550K; raw total=$11M.,BOK Center,,Arena / Indoor Venue,Minor League,United States,Tulsa,Oklahoma,,,,Public,2008.0,,,17096.0,,,,Bank of Oklahoma,Financial Services,,Listed in SBJ directory,,2008.0,2027.0,20.0,USD,11000000.0,550000.0,550000.0,1.0,550000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Tulsa Oilers, Tulsa Oilers",ECHL,Minor League,Y,2.0,7585.0,,,36.0,,,,,,,,,,20000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='20 (2027)', Annual='$550K', Total='$11M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-082,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=16 (2029); raw annual=$450K; raw total=$7.2M.,Bon Secours Wellness Arena,,Arena / Indoor Venue,Minor League,United States,Greenville,South Carolina,,,,Public,1998.0,,,15951.0,,,,Bon Secours Mercy Health,Health Care,,Listed in SBJ directory,,2014.0,2029.0,16.0,USD,7200000.0,450000.0,450000.0,1.0,450000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Greenville Swamp Rabbits,ECHL,Minor League,N,1.0,4700.0,,,36.0,,,,,,,,,,34000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='16 (2029)', Annual='$450K', Total='$7.2M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-085,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=11 (2030); raw annual=$204.55K; raw total=$2.25M.,Broadview Center,,Arena / Indoor Venue,Collegiate,United States,Albany,New York,,,,Public,1992.0,,,3800.0,,,,Broadview Federal Credit Union,Financial Services,,Listed in SBJ directory,,2020.0,2030.0,11.0,USD,2250000.0,204550.0,204550.0,1.0,204550.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,UAlbany Great Danes,NCAA Division I - America East,Collegiate,N,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='11 (2030)', Annual='$204.55K', Total='$2.25M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-087,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=10 (2030); raw annual=$420K; raw total=$4.2M.,Brookshire Grocery Arena,,Arena / Indoor Venue,Minor League,United States,Bossier City,Louisiana,,,,Public,2000.0,,,14000.0,,,,Brookshire Grocery Group,Food & Dining,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,4200000.0,420000.0,420000.0,1.0,420000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Louisiana Rouxgaroux,National Arena League,Minor League,N,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 2. Raw fields: Years='10 (2030)', Annual='$420K', Total='$4.2M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-092,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=20 (2041); raw annual=$6.9M; raw total=$138M.,Caesars Superdome,,Multi-purpose,Major League,United States,New Orleans,Louisiana,,,,Public,1975.0,,,73208.0,,,,Caesars Entertainment (Harrah's),Entertainment,,Listed in SBJ directory,,2022.0,2041.0,20.0,USD,138000000.0,6900000.0,6900000.0,1.0,6900000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"New Orleans Saints, Sugar Bowl",NFL,Major League,Y,2.0,70013.0,,,9.0,,,,,,,,,,2000000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='20 (2041)', Annual='$6.9M', Total='$138M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-093,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=15 (2035); raw annual=$1M; raw total=$15M.,Cajun Field at Our Lady of Lourdes Stadium,,Ballpark / Field,Collegiate,United States,Lafayette,Louisiana,,,,Public,1971.0,,,30000.0,,,,Our Lady of Lourdes Regional Medical Center,Health Care,,Listed in SBJ directory,,2021.0,2035.0,15.0,USD,15000000.0,1000000.0,1000000.0,1.0,1000000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Louisiana Ragin' Cajuns, New Orleans Bowl",NCAA Division I FBS - Sun Belt,Collegiate,Y,2.0,22821.0,,,7.0,,,,,,,,,,47000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='15 (2035)', Annual='$1M', Total='$15M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-096,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=15 (2028); raw annual=$1.29M; raw total=$19.42M.,Canadian Tire Centre,,Arena / Indoor Venue,Major League,Canada,Ottawa,Ontario,,,,Private,1996.0,,,18572.0,,,,Canadian Tire,Automotive,,Listed in SBJ directory,,2014.0,2028.0,15.0,USD,19420000.0,1290000.0,1290000.0,1.0,1290000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Ottawa Senators, Ottawa Black Bears",NHL,Major League,Y,2.0,17306.0,,,50.0,,,,,,,,,,609000.0,,,,,,,,,,,,,,Major League,,N,"Source page 2. Raw fields: Years='15 (2028)', Annual='$1.29M', Total='$19.42M'.",,,,,,,,,,,,,,Private,,,,,0.6129032258064516,19,1.0
SBJ-FULL-097,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 2; raw years=15 (2033); raw annual=$2.51M; raw total=$37.65M.,Canvas Stadium,,Stadium,Collegiate,United States,Fort Collins,Colorado,,,,Public,2017.0,,,36500.0,,,,Canvas Credit Union,Financial Services,,Listed in SBJ directory,,2019.0,2033.0,15.0,USD,37650000.0,2510000.0,2510000.0,1.0,2510000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Colorado State Rams,NCAA Division I FBS - Mountain West,Collegiate,N,1.0,33082.0,,,7.0,,,,,,,,,,93000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 2. Raw fields: Years='15 (2033)', Annual='$2.51M', Total='$37.65M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
